year,month,full_name,first_name,last_name,gender,birth_date,age,country_citizenship,country_citizenship_iso3,country_residence,country_residence_iso3,city_of_residence,net_worth_usd,wealth_status,self_made,business_category,business_industries,organization_name,position_in_organization,rank
2022,4,Tengyun Nie & family,Tengyun,Nie,male,1976-01-24,46,China,CHN,China,CHN,Shanghai,3400000000,Increased,TRUE,Service,['Service'],NA,NA,883
2024,4,Terence (Terry) Matthews,Terence (Terry),Matthews,male,1943-04-01,81,Canada,CAN,Canada,CAN,Ottawa,1600000000,Remained Even,TRUE,Telecom,['Telecom'],NA,NA,1945
2013,3,Teresa Matilde Solari Falabella & family,Teresa Matilde,Solari Falabella,female,NA,NA,Chile,CHL,Chile,CHL,Santiago,3400000000,NA,FALSE,Fashion and Retail,['Fashion and Retail'],NA,NA,395
2024,4,Teresita Sy-Coson,Teresita,Sy-Coson,female,1950-10-01,73,Philippines,PHL,Philippines,PHL,Manila,2300000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,1438
2024,4,Terrence Pegula,Terrence,Pegula,male,1951-03-27,73,United States,USA,United States,USA,Boca Raton,6800000000,Increased,TRUE,Energy,['Energy'],Buffalo Sabres,Owner,403
2024,4,Terry Gou,Terry,Gou,male,1950-10-18,73,Taiwan,TWN,Taiwan,TWN,Taipei,7500000000,Increased,TRUE,Technology,['Technology'],NA,NA,354
2024,4,Terry Snow,Terry,Snow,male,1943-12-23,80,Australia,AUS,Australia,AUS,Canberra,1800000000,Increased,TRUE,Real Estate,['Real Estate'],NA,NA,1764
2024,4,Terry Taylor,Terry,Taylor,male,1951-04-01,73,United States,USA,United States,USA,Palm Beach,1900000000,NA,TRUE,Automotive,['Automotive'],NA,NA,1694
2012,3,Tetsuro Funai,Tetsuro,Funai,male,1927-01-24,85,Japan,JPN,Japan,JPN,Osaka,1000000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1153
2024,4,Thai Lee,Thai,Lee,female,1958-11-27,65,United States,USA,United States,USA,Austin,5300000000,Increased,TRUE,Technology,['Technology'],NA,NA,572
2024,4,Thaksin Shinawatra,Thaksin,Shinawatra,male,1949-07-26,74,Thailand,THA,United Arab Emirates,ARE,Dubai,2100000000,Remained Even,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1545
2002,3,Thaksin Shinawatra & family,Thaksin,Shinawatra,male,1949-07-26,52,Thailand,THA,Thailand,THA,Bangkok,1000000000,Decreased,FALSE,NA,NA,NA,NA,445
2010,3,Theo Albrecht,Theo,Albrecht,male,1922-03-28,87,Germany,DEU,NA,NA,NA,16700000000,Decreased,FALSE,NA,NA,NA,NA,31
2024,4,"Theo Albrecht, Jr. & family",Theo,Albrecht,male,1951-01-01,73,Germany,DEU,Germany,DEU,Mulheim an der Ruhr,14000000000,Decreased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,135
2024,4,Theo Mueller,Theo,Mueller,male,1940-01-30,84,Germany,DEU,Switzerland,CHE,Zurich,5900000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,498
2024,4,Theo Roussis & Family,Theo,Roussis & Family,male,1954-03-05,70,Belgium,BEL,Belgium,BEL,Arendonk,3000000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,1104
2024,4,Theodore Leonsis,Theodore,Leonsis,male,1956-01-08,68,United States,USA,United States,USA,Bethesda,3100000000,Increased,TRUE,Sports,['Sports'],NA,NA,1062
2007,3,Theodore Lerner,NA,NA,NA,NA,81,United States,USA,United States,USA,Washington,1500000000,NA,NA,NA,['Real Estate'],NA,NA,664
2024,4,Theodore Rachmat,Theodore,Rachmat,male,1943-12-15,80,Indonesia,IDN,Indonesia,IDN,Jakarta,3200000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,1033
2019,3,Theodore Rachmat & family,Theodore,Rachmat,male,1943-12-15,75,Indonesia,IDN,Indonesia,IDN,Jakarta,1700000000,Remained Even,FALSE,Diversified,['Diversified'],NA,NA,1349
2022,4,Thi Phuong Thao Nguyen,Thi Phuong Thao,Nguyen,female,1970-06-07,51,Vietnam,VNM,Vietnam,VNM,Ho Chi Minh City,3100000000,Increased,TRUE,Diversified,['Diversified'],Sovico Holdings,Cofounder and Chairman,984
2024,4,Thierry Cruanes,Thierry,Cruanes,male,1967-06-23,56,United States,USA,United States,USA,San Mateo,1000000000,Returned to List,TRUE,Technology,['Technology'],NA,NA,2692
2024,4,Thierry Dassault,Thierry,Dassault,male,1957-03-26,67,France,FRA,France,FRA,Paris,9400000000,Increased,FALSE,Diversified,['Diversified'],NA,NA,256
2018,3,Thomas & Raymond Kwok,Thomas & Raymond,Kwok,male,NA,NA,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,16500000000,Increased,FALSE,Real Estate,['Real Estate'],NA,NA,77
2012,3,Thomas & Raymond Kwok & family,Thomas & Raymond,Kwok,male,NA,0,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,18300000000,Decreased,FALSE,NA,['Real Estate'],NA,NA,27
2024,4,Thomas Bailey,Thomas,Bailey,male,1937-01-01,87,United States,USA,United States,USA,Aspen,1300000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,2287
2013,3,Thomas Barrack,Thomas,Barrack,male,1947-04-28,65,United States,USA,United States,USA,Los Angeles,1000000000,Decreased,TRUE,Investments,['Investments'],NA,NA,1342
2024,4,Thomas Bruch,Thomas,Bruch,male,1950-04-25,73,Germany,DEU,Germany,DEU,St. Wendel,1600000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1945
2019,3,Thomas Bruch & family,Thomas,Bruch,male,1950-04-25,68,Germany,DEU,Germany,DEU,St. Wendel,2000000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1168
2024,4,Thomas Duff,Thomas,Duff,male,1956-12-31,67,United States,USA,United States,USA,Hattiesburg,3000000000,Increased,TRUE,Diversified,['Diversified'],NA,NA,1104
2018,3,Thomas Flohr,Thomas,Flohr,male,1970-01-01,48,Switzerland,CHE,Switzerland,CHE,St. Moritz,2300000000,NA,TRUE,Logistics,['Logistics'],NA,NA,1070
2013,3,Thomas Friedkin,Thomas,Friedkin,male,1935-08-29,77,United States,USA,United States,USA,Houston,1700000000,Increased,TRUE,Automotive,['Automotive'],NA,NA,882
2007,3,Thomas Frist Jr & family,Thomas,Frist,male,1938-08-12,68,United States,USA,United States,USA,Nashville,1800000000,Increased,FALSE,NA,['Health care'],NA,NA,557
2024,4,"Thomas Frist, Jr. & family",Thomas,Frist,male,1938-08-12,85,United States,USA,United States,USA,Nashville,26200000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,73
2024,4,Thomas Hagen,Thomas,Hagen,male,1936-01-01,88,United States,USA,United States,USA,Erie,7600000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,344
2024,4,Thomas James,Thomas,James,male,1942-05-10,81,United States,USA,United States,USA,Saint Petersburg,2700000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1238
2017,3,Thomas Kaplan,Thomas,Kaplan,male,1962-09-14,54,United States,USA,United States,USA,New York,1000000000,Remained Even,TRUE,Finance and Investments,['Finance and Investments'],NA,NA,1940
2024,4,Thomas Kirk Kristiansen,Thomas Kirk,Kristiansen,male,1979-01-01,45,Denmark,DNK,Denmark,DNK,Billund,6500000000,Decreased,FALSE,Manufacturing,['Manufacturing'],NA,NA,424
2024,4,Thomas Kwok,Thomas,Kwok,male,1951-10-06,72,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1800000000,Decreased,FALSE,Real Estate,['Real Estate'],NA,NA,1764
2020,4,Thomas Lau,Thomas,Lau,male,1954-04-01,66,Hong Kong,HKG,Hong Kong,HKG,Hong Kong,1000000000,Decreased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,1990
2022,4,Thomas Lee,Thomas,Lee,male,1944-03-27,78,United States,USA,United States,USA,New York,2000000000,Remained Even,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1513
2019,3,Thomas Meyer,Thomas,Meyer,male,1959-07-01,59,Switzerland,CHE,Spain,ESP,Barcelona,1300000000,Decreased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1717
2024,4,Thomas Peterffy,Thomas,Peterffy,male,1944-09-30,79,United States,USA,United States,USA,Palm Beach,34000000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,44
2017,3,Thomas Prinzhorn,Thomas,Prinzhorn,male,1943-03-05,74,Austria,AUT,Austria,AUT,Vienna,1300000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,1567
2024,4,Thomas Pritzker,Thomas,Pritzker,male,1950-06-06,73,United States,USA,United States,USA,Chicago,6700000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],Hyatt Hotels,Executive Chairman,409
2024,4,Thomas Sandell,Thomas,Sandell,male,1961-02-01,63,Sweden,SWE,United Kingdom,GBR,London,1200000000,Remained Even,TRUE,Finance & Investments,['Finance & Investments'],Sandell Asset Management,Founder,2410
2024,4,Thomas Schmidheiny,Thomas,Schmidheiny,male,1945-12-17,78,Switzerland,CHE,Switzerland,CHE,Jona,7000000000,Increased,FALSE,Construction & Engineering,['Construction & Engineering'],NA,NA,391
2024,4,Thomas Secunda,Thomas,Secunda,male,1954-06-23,69,United States,USA,United States,USA,Croton-on-Hudson,5400000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,563
2024,4,Thomas Siebel,Thomas,Siebel,male,1952-11-22,71,United States,USA,United States,USA,Woodside,3900000000,Increased,TRUE,Technology,['Technology'],NA,NA,809
2024,4,Thomas Steyer,Thomas,Steyer,male,1957-06-27,66,United States,USA,United States,USA,San Francisco,2000000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1623
2024,4,Thomas Straumann,Thomas,Straumann,male,1963-07-22,60,Switzerland,CHE,Switzerland,CHE,Basel,6000000000,Increased,FALSE,Healthcare,['Healthcare'],NA,NA,486
2018,3,Thomas Struengmann,Thomas,Struengmann,male,1950-02-16,68,Germany,DEU,Germany,DEU,Tegernsee,3700000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,606
2024,4,Thomas Struengmann & family,Thomas,Struengmann,male,1950-02-16,74,Germany,DEU,Germany,DEU,Tegernsee,9800000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,232
2011,3,Thomas Strungmann,Thomas,Strungmann,male,1950-02-16,61,Germany,DEU,Germany,DEU,Tegernsee,3900000000,Increased,TRUE,NA,['Health care'],NA,NA,281
2024,4,Thomas Tull,Thomas,Tull,male,1970-06-11,53,United States,USA,United States,USA,Pittsburgh,3000000000,Increased,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,1104
2024,4,Thomas Wu,Thomas,Wu,male,1950-04-11,73,Taiwan,TWN,Taiwan,TWN,Taipei,2000000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1623
2024,4,Thomas von Koch,Thomas,von Koch,male,1966-03-24,58,Sweden,SWE,Hong Kong,HKG,Hong Kong,1600000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,1945
2024,4,Thongma Vijitpongpun,Thongma,Vijitpongpun,male,1957-07-08,66,Thailand,THA,Thailand,THA,Bangkok,1200000000,Remained Even,TRUE,Real Estate,['Real Estate'],NA,NA,2410
2024,4,Thor Bjorgolfsson,Thor,Bjorgolfsson,male,1967-03-19,57,Iceland,ISL,United Kingdom,GBR,London,2100000000,Decreased,TRUE,Diversified,['Diversified'],NA,NA,1545
2024,4,Tian Ming,Ming,Tian,male,1953-12-20,70,China,CHN,China,CHN,Hefei,1700000000,Decreased,TRUE,Technology,['Technology'],NA,NA,1851
2023,4,Tianjiang Jia & family,Tianjiang,Jia,male,1962-07-01,60,China,CHN,China,CHN,Yinchuan,1600000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1804
2024,4,Tianqiao Chen,Tianqiao,Chen,male,1973-05-16,50,China,CHN,United States,USA,Atherton,1000000000,Remained Even,TRUE,Technology,['Technology'],NA,NA,2692
2024,4,Tibor Veres,Tibor,Veres,male,1962-01-01,62,Hungary,HUN,Hungary,HUN,Budapest,1100000000,NA,TRUE,Diversified,['Diversified'],NA,NA,2545
2024,4,Tiger Woods,Tiger,Woods,male,1975-12-30,48,United States,USA,United States,USA,Jupiter Island,1300000000,Increased,TRUE,Sports,['Sports'],PGA,Athlete,2287
2024,4,Tilman Fertitta,Tilman,Fertitta,male,1957-06-25,66,United States,USA,United States,USA,Houston,9400000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],Fertitta Entertainment,Chairman and CEO,256
2024,4,Tim Cook,Tim,Cook,male,1960-11-01,63,United States,USA,United States,USA,Cupertino,2000000000,Increased,TRUE,Technology,['Technology'],Apple,CEO,1623
2024,4,Tim Draper,Tim,Draper,male,1958-06-11,65,United States,USA,United States,USA,Atherton,2000000000,Returned to List,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,1623
2024,4,Tim Sweeney,Tim,Sweeney,male,1970-12-13,53,United States,USA,United States,USA,Cary,5700000000,Increased,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,522
2024,4,Timm Oberwelland,Timm,Oberwelland,male,1969-11-04,54,Germany,DEU,NA,NA,NA,2700000000,Remained Even,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,1238
2024,4,Timothy Boyle,Timothy,Boyle,male,1949-09-07,74,United States,USA,United States,USA,Portland,2200000000,Decreased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1496
2024,4,Timothy Dunn & family,Timothy,Dunn,male,1955-12-18,68,United States,USA,United States,USA,Midland,2200000000,Increased,TRUE,Energy,['Energy'],NA,NA,1496
2024,4,Timothy Headington,Timothy,Headington,male,1950-04-24,73,United States,USA,United States,USA,Dallas,1200000000,Decreased,FALSE,Energy,['Energy'],NA,NA,2410
2024,4,Timothy Springer,Timothy,Springer,male,1948-02-23,76,United States,USA,United States,USA,Chestnut Hill,1500000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,2046
2024,4,Timur Kulibaev,Timur,Kulibaev,male,1966-09-10,57,Kazakhstan,KAZ,Kazakhstan,KAZ,Almaty,5000000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,612
2024,4,Timur Turlov,Timur,Turlov,male,1987-11-13,36,Kazakhstan,KAZ,Kazakhstan,KAZ,Almaty,3300000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,991
2022,4,Tingdong Yang,Tingdong,Yang,male,1960-05-20,61,China,CHN,China,CHN,Suqian,1600000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1818
2018,3,Tiong Hiew King,Hiew King,Tiong,male,1935-03-18,82,Malaysia,MYS,Malaysia,MYS,Sibu,1100000000,Decreased,TRUE,Diversified,['Diversified'],NA,NA,1999
2009,3,Tiong Lay Yeoh & family,NA,NA,NA,NA,79,Malaysia,MYS,Malaysia,MYS,Kuala Lumpur,1800000000,NA,NA,NA,['Construction &#38; Engineering'],NA,NA,397
2024,4,Tobi Lutke,Tobi,Lutke,male,1980-07-16,43,Canada,CAN,Canada,CAN,Toronto,6900000000,Increased,TRUE,Technology,['Technology'],NA,NA,398
2024,4,Todd Boehly,Todd,Boehly,male,1973-09-20,50,United States,USA,United States,USA,Darien,6100000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,477
2024,4,Todd Christopher,Todd,Christopher,male,1962-10-08,61,United States,USA,United States,USA,Clearwater,3200000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1033
2024,4,Todd Graves,Todd,Graves,male,1972-02-20,52,United States,USA,United States,USA,Baton Rouge,9100000000,NA,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,270
2022,4,Todd McKinnon,Todd,McKinnon,male,1971-10-25,50,United States,USA,United States,USA,San Francisco,1200000000,Decreased,TRUE,Technology,['Technology'],NA,NA,2324
2024,4,Todd Wagner,Todd,Wagner,male,1960-08-02,63,United States,USA,United States,USA,Dallas,1900000000,Increased,TRUE,Media & Entertainment,['Media & Entertainment'],NA,NA,1694
2024,4,Todd Wanek,Todd,Wanek,male,1964-03-16,60,United States,USA,United States,USA,St. Petersburg,3200000000,Decreased,FALSE,Manufacturing,['Manufacturing'],NA,NA,1033
2017,3,Tom & Judy Love,Tom & Judy,Love,NA,1937-01-01,80,United States,USA,United States,USA,Oklahoma City,5200000000,Decreased,TRUE,Fashion & Retail,['Fashion & Retail'],Love's Travel Stops and Country Stores,Chairman and CEO,303
2015,3,Tom Benson,Tom,Benson,male,1927-07-12,87,United States,USA,United States,USA,New Orleans,1900000000,Increased,TRUE,Sports,['Sports'],NA,NA,1006
2018,3,Tom Benson & family,Tom,Benson,male,1927-07-12,90,United States,USA,NA,NA,NA,3000000000,Increased,TRUE,Sports,['Sports'],NA,NA,791
2024,4,Tom Ford,Tom,Ford,male,1961-08-27,62,United States,USA,United States,USA,Los Angeles,2200000000,Remained Even,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1496
2024,4,Tom Golisano,Tom,Golisano,male,1941-11-14,82,United States,USA,United States,USA,Naples,5600000000,Increased,TRUE,Service,['Service'],NA,NA,529
2024,4,Tom Gores,Tom,Gores,male,1964-07-31,59,United States,USA,United States,USA,Beverly Hills,9100000000,Increased,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,270
2024,4,Tom Morris,Tom,Morris,male,1954-10-02,69,United Kingdom,GBR,United Kingdom,GBR,Merseyside,4000000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,785
2024,4,Tom Persson,Tom,Persson,male,1985-01-01,39,Sweden,SWE,Sweden,SWE,Stockholm,1500000000,Increased,FALSE,Fashion & Retail,['Fashion & Retail'],NA,NA,2046
2020,4,Tom Preston-Werner,Tom,Preston-Werner,male,1979-10-28,40,United States,USA,United States,USA,San Francisco,1200000000,Remained Even,TRUE,Technology,['Technology'],NA,NA,1730
2024,4,Tom Werner,Tom,Werner,male,1950-04-12,73,United States,USA,United States,USA,Los Angeles,2000000000,Increased,TRUE,Sports,['Sports'],NA,NA,1623
2024,4,Tomas Olivo Lopez,Tomas,Olivo Lopez,male,1974-01-01,50,Spain,ESP,Spain,ESP,Marbella,3100000000,Increased,TRUE,Real Estate,['Real Estate'],NA,NA,1062
2024,4,Tomasz Biernacki,Tomasz,Biernacki,male,1973-01-01,51,Poland,POL,Poland,POL,"Krotoszyn,",5500000000,Increased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,548
2022,4,Tong Jinquan,Jinquan,Tong,male,1954-11-01,67,China,CHN,China,CHN,Shanghai,1400000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,2076
2021,4,Tong Judy Wenhong,Judy Wenhong,Tong,female,1970-01-01,51,China,CHN,China,CHN,Hangzhou,1000000000,NA,TRUE,Technology,['Technology'],NA,NA,2674
2024,4,Tony Chen,Tony,Chen,male,1949-07-01,74,Taiwan,TWN,Taiwan,TWN,Taichung,1200000000,Increased,TRUE,Technology,['Technology'],NA,NA,2410
2018,3,Tony Chen & family,Tony,Chen,male,1949-07-01,68,Taiwan,TWN,Taiwan,TWN,Taichung,1700000000,Decreased,TRUE,Technology,['Technology'],NA,NA,1394
2024,4,Tony Tamer,Tony,Tamer,male,1957-10-12,66,United States,USA,United States,USA,New York,5100000000,Remained Even,TRUE,Finance & Investments,['Finance & Investments'],NA,NA,597
2024,4,Tony Tan Caktiong,Tony,Tan Caktiong,male,1953-01-05,71,Philippines,PHL,Philippines,PHL,Manila,1400000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,2152
2020,4,Tony Tan Caktiong & family,Tony,Tan Caktiong,male,1953-01-05,67,Philippines,PHL,Philippines,PHL,Manila,1700000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1267
2024,4,Tony Xu,Tony,Xu,male,1984-09-20,39,United States,USA,United States,USA,San Francisco,2100000000,Returned to List,TRUE,Technology,['Technology'],NA,NA,1545
2021,4,Tony Zhao,Tony,Zhao,male,1971-06-01,49,China,CHN,China,CHN,Shanghai,1100000000,NA,TRUE,Technology,['Technology'],NA,NA,2524
2024,4,Tope Awotona,Tope,Awotona,male,1981-04-22,42,United States,USA,United States,USA,Atlanta,1400000000,Increased,TRUE,Technology,['Technology'],Calendly,NA,2152
2024,4,Tor Peterson,Tor,Peterson,male,1964-08-07,59,United States,USA,Switzerland,CHE,Zug,2300000000,Decreased,TRUE,Metals & Mining,['Metals & Mining'],NA,NA,1438
2024,4,Torbjorn Tornqvist,Torbjorn,Tornqvist,male,1953-11-08,70,Sweden,SWE,Switzerland,CHE,Geneva,5400000000,Increased,TRUE,Energy,['Energy'],NA,NA,563
2024,4,Torstein Hagen,Torstein,Hagen,male,1943-02-18,81,Norway,NOR,Switzerland,CHE,Lucerne,1500000000,Increased,TRUE,Service,['Service'],NA,NA,2046
2024,4,Torsten Toeller,Torsten,Toeller,male,1966-04-06,57,Germany,DEU,Germany,DEU,Krefeld,1700000000,Decreased,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1851
2024,4,Tory Burch,Tory,Burch,female,1966-06-17,57,United States,USA,United States,USA,New York,1000000000,Returned to List,TRUE,Fashion & Retail,['Fashion & Retail'],Tory Burch,Executive Chairman & Chief Creative Officer,2692
2024,4,Toshio Motoya,Toshio,Motoya,male,1943-06-30,80,Japan,JPN,Japan,JPN,Tokyo,1400000000,Returned to List,TRUE,Service,['Service'],NA,NA,2152
2024,4,Toto Wolff,Toto,Wolff,male,1972-01-12,52,Austria,AUT,Monaco,MCO,NA,1600000000,Increased,TRUE,Sports,['Sports'],NA,NA,1945
2024,4,Tran Ba Duong & family,Ba Duong,Tran,male,1960-04-01,64,Vietnam,VNM,Vietnam,VNM,Ho Chi Minh City,1200000000,Decreased,TRUE,Automotive,['Automotive'],NA,NA,2410
2024,4,Tran Dinh Long,Long,Tran Dinh,male,1961-01-01,63,Vietnam,VNM,Vietnam,VNM,Hanoi,2600000000,Increased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1286
2022,4,Traudl Engelhorn & family,Traudl,Engelhorn,female,1927-01-21,95,Germany,DEU,Switzerland,CHE,Lucerne,4200000000,Remained Even,FALSE,Healthcare,['Healthcare'],NA,NA,687
2024,4,Travis Boersma,Travis,Boersma,male,1971-01-01,53,United States,USA,United States,USA,Grants Pass,2000000000,Decreased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,1623
2024,4,Travis Kalanick,Travis,Kalanick,male,1976-08-06,47,United States,USA,United States,USA,Los Angeles,3600000000,Decreased,TRUE,Technology,['Technology'],Uber Technologies Inc.,Cofounder,896
2021,4,Trevor Milton,Trevor,Milton,male,1982-04-06,39,United States,USA,United States,USA,Phoenix,1400000000,Increased,TRUE,Automotive,['Automotive'],NA,NA,2141
2024,4,Trevor Rees-Jones,Trevor,Rees-Jones,male,1951-08-12,72,United States,USA,United States,USA,Dallas,4900000000,Increased,TRUE,Energy,['Energy'],NA,NA,624
2015,3,Trond Mohn,Trond,Mohn,male,1943-04-03,71,Norway,NOR,Norway,NOR,Bergen,1000000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,1741
2024,4,Trudy Cathy White,Trudy,Cathy White,female,1955-12-17,68,United States,USA,United States,USA,Hampton,11200000000,Increased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,180
2021,4,Trudy Shan Dai,Trudy Shan,Dai,female,1976-01-01,45,China,CHN,China,CHN,Hangzhou,1100000000,NA,TRUE,Technology,['Technology'],NA,NA,2524
2016,3,Tsai Cheng-da,Cheng-da,Tsai,male,NA,NA,Taiwan,TWN,Taiwan,TWN,Taipei,1400000000,Decreased,FALSE,Finance and Investments,['Finance and Investments'],NA,NA,1275
2024,4,Tsai Cheng-ta,Cheng-ta,Tsai,male,1950-04-01,74,Taiwan,TWN,Taiwan,TWN,Taipei,3900000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,809
2021,4,Tsai Chi-jui,Chi-jui,Tsai,male,1940-01-16,81,Taiwan,TWN,Taiwan,TWN,Taichung,1000000000,Returned to List,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,2674
2018,3,Tsai Eng-Meng,Eng-Meng,Tsai,male,1957-01-15,61,Taiwan,TWN,China,CHN,Shanghai,6800000000,Increased,FALSE,Food and Beverage,['Food and Beverage'],NA,NA,242
2017,3,Tsai Eng-Meng & family,Eng-Meng,Tsai,male,1957-01-01,60,Taiwan,TWN,China,CHN,Shanghai,6200000000,Increased,FALSE,Food and Beverage,['Food and Beverage'],NA,NA,234
2024,4,Tsai Eng-meng,Eng-meng,Tsai,male,1957-01-15,67,Taiwan,TWN,China,CHN,Shanghai,5800000000,Decreased,FALSE,Food & Beverage,['Food & Beverage'],NA,NA,511
2024,4,Tsai Hong-tu,Hong-tu,Tsai,male,1952-08-01,71,Taiwan,TWN,Taiwan,TWN,Taipei,4000000000,Increased,FALSE,Finance & Investments,['Finance & Investments'],NA,NA,785
2018,3,Tsai Ming-Kai,Ming-Kai,Tsai,male,1950-04-06,67,Taiwan,TWN,Taiwan,TWN,Hsinchu,1300000000,Increased,TRUE,Technology,['Technology'],NA,NA,1756
2024,4,Tsai Ming-kai,Ming-kai,Tsai,male,1950-04-06,73,Taiwan,TWN,Taiwan,TWN,Hsinchu,3700000000,Increased,TRUE,Technology,['Technology'],NA,NA,871
2014,3,Tsai Wan-tsai,Wan-Tsai,Tsai,male,1929-08-05,84,Taiwan,TWN,NA,NA,NA,7600000000,Decreased,TRUE,Finance and Investments,['Finance and Investments'],NA,NA,173
2024,4,Tsao Ter-fung,Ter-fung,Tsao,male,1947-01-01,77,Taiwan,TWN,Taiwan,TWN,Taipei,1200000000,Increased,TRUE,Food & Beverage,['Food & Beverage'],NA,NA,2410
2021,4,Tse Ping,Ping,Tse,male,1952-01-03,69,China,CHN,Hong Kong,HKG,Hong Kong,8900000000,Increased,TRUE,Healthcare,['Healthcare'],NA,NA,264
2024,4,Tse Ping & family,Ping,Tse,male,1952-01-03,72,China,CHN,Hong Kong,HKG,Hong Kong,3800000000,Decreased,TRUE,Healthcare,['Healthcare'],NA,NA,835
2024,4,Tseng Cheng,Cheng,Tseng,male,1961-12-01,62,Taiwan,TWN,Taiwan,TWN,Taipei,1700000000,Decreased,FALSE,Manufacturing,['Manufacturing'],NA,NA,1851
2019,3,Tseng Cheng & Sing-ai,Cheng,Tseng,male,1961-12-01,57,Taiwan,TWN,Taiwan,TWN,NA,1700000000,NA,FALSE,Manufacturing,['Manufacturing'],NA,NA,1349
2016,3,Tseng Shin-Yi,Shin-Yi,Tseng,male,1928-01-01,88,Taiwan,TWN,Taiwan,TWN,Taipei,1400000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1275
2018,3,Tseng Shin-yi,Shin-yi,Tseng,male,1928-01-01,90,Taiwan,TWN,NA,NA,NA,1900000000,Decreased,TRUE,Manufacturing,['Manufacturing'],NA,NA,1284
2024,4,Tseng Sing-ai,Sing-ai,Tseng,female,NA,NA,Taiwan,TWN,Taiwan,TWN,Taipei,1100000000,Decreased,FALSE,Manufacturing,['Manufacturing'],NA,NA,2545
2019,3,Tsuyoshi Matsushita,Tsuyoshi,Matsushita,male,1970-09-01,48,Japan,JPN,Japan,JPN,Obu City,1300000000,NA,TRUE,Fashion & Retail,['Fashion & Retail'],NA,NA,1717
2015,3,Tu Jianhua,Jianhua,Tu,male,1963-04-11,51,China,CHN,China,CHN,Chongqing,1100000000,Decreased,TRUE,Real Estate,['Real Estate'],NA,NA,1638
